question,docs
"Theo thông báo chương trình học bổng Exness năm học 2022-2023, những sinh viên ngành nào, có điều kiện học tập ra sao và cần làm gì để đăng ký học bổng?","Chương trình học bổng Exness năm học 2022-2023
Căn cứ Biên bản thỏa thuận hợp tác giữa Exness Global Limited và Đại học Bách khoa Hà Nội về việc triển khai chương trình học bổng Exness năm học 2022-2023; Nhà trường xin thông báo Chương trình học bổng Exness với các nội dung sau:
Đối tượng xét chọn:
-         Sinh viên năm thứ 3 các ngành: Khoa học Máy tính, Kỹ thuật Máy tính, Khoa học dữ liệu và Trí tuệ nhân tạo, An toàn không gian số, Toán - Tin.
-         Kết quả học tập CPA từ 2.5/4 trở lên.
-         Điểm rèn luyện kì 2022.1 từ 70/100 trở lên.
-         Ưu tiên sinh viên có hoàn cảnh khó khăn vươn lên trong học tập (hộ nghèo, hộ cận nghèo, hộ có hoàn cảnh khó khăn năm 2023) chưa nhận được bất cứ học bổng tài trợ nào.
Số lượng học bổng: 35 suất, trị giá ~30.000.000đ/suất.
Sinh viên đăng ký học bổng theo các bước sau:
-         Bước 1: Sinh viên đăng ký online tại đây trước ngày 29/6/2023.
-         Bước 2: Sau khi Nhà trường thông báo kết quả sơ loại, những sinh viên đủ điều kiện sẽ nộp hồ sơ bản cứng.
Hồ sơ bản cứng gồm:
-         Đơn xin cấp học bổng (đối với sinh viên có hoàn cảnh gia đình khó khăn, không có sổ hộ nghèo, cận nghèo năm 2023: cần xin thêm xác nhận của địa phương vào đơn xin cấp học bổng).
-         Bảng điểm kết quả học tập có xác nhận của Phòng ĐT hoặc Viện chuyên ngành.
-         Bản sao sổ hộ nghèo, cận nghèo (nếu có)."
Những điều kiện nào cần đáp ứng để được xét học bổng Đinh Thiện Lý năm học 2023-2024?,"Chương trình học bổng Đinh Thiện Lý năm học 2023-2024
Căn cứ vào Thông báo của Quỹ Hỗ trợ Cộng đồng Đinh Thiện Lý gửi Trường Đại học Bách khoa Hà Nội về việc triển khai chương trình học bổng năm học 2023-2024, Nhà trường xin thông báo Chương trình học bổng Đinh Thiện Lý như sau:
Diện được đăng ký xét học bổng:
Sinh viên có đầy đủ các điều kiện sau:
- Điểm trung bình Kết quả học tập học kỳ 2022.1 từ 2,6 trở lên;
- Tích cực tham gia các hoạt động xã hội trong học kỳ 2022.1;
- Hoàn cảnh kinh tế gia đình khó khăn (có xác nhận của địa phương năm 2023) hoặc thuộc hộ nghèo, cận nghèo (có sổ hộ nghèo, cận nghèo năm 2023).
- Điểm rèn luyện kì 2022.1 từ 80 trở lên.
Lưu ý: Sau khi nhận học bổng, sinh viên sẽ không được nhận học bổng tài trợ doanh nghiệp hoặc học bổng Trần Đại Nghĩa trong năm học 2023-2024 (trừ các học bổng theo dạng thức khóa học).
Số lượng học bổng: Tổng số 09 suất, trị giá 14.000.000 VNĐ/suất/năm học.
Quy trình đăng ký và hồ sơ xét cấp học bổng:
- Sinh viên đăng ký hồ sơ online TẠI ĐÂY.
- Thời hạn: hoàn thành trước ngày 15/06/2023.
Lưu ý:
Học bổng được chia làm 2 kỳ. Sau khi kết thúc học kỳ 1 năm học 2023-2024, sinh viên phải nộp bảng điểm và giấy xác nhận có tham gia công tác xã hội trong học kỳ này để nhà trường tập hợp và báo cáo Quỹ. Nếu thành tích học tập không đạt yêu cầu hoặc sinh viên không có giấy xác nhận tham gia công tác xã hội học kỳ 1 thì sẽ không được nhận học bổng trong học kỳ 2.
Tiền học bổng sẽ được chuyển khoản hàng tháng (Mỗi tháng 1,4 triệu đồng) cho sinh viên thông qua ngân hàng Ngoại thương (Vietcombank) trong 10 tháng. Sinh viên được nhận học bổng phải tự mở tài khoản do mình đứng tên chủ tài khoản tại Ngân hàng Vietcombank."
Điều kiện nào là bắt buộc để sinh viên được đăng ký học bổng Chắp cánh Bách khoa học kỳ 2022.2?,"Chương trình học bổng Chắp cánh Bách khoa học kì 2022.2
Căn cứ vào thỏa thuận giữa Công ty TNHH Xã hội Chắp cánh CC Foundation (CCF) và trường ĐHBK Hà Nội, Nhà trường thông báo chương trình học bổng DÀNH CHO SINH VIÊN CÓ HOÀN CẢNH KHÓ KHĂN như sau:
1. Đối tượng được đăng ký học bổng có đồng thời các điều kiện sau:
Sinh viên khóa 66, 67 thuộc các Trường/ Viện: CNTT&TT, Điện - Điện tử, Cơ khí, Toán ƯD&TH, KH&CN Môi trường, KH&KT Vật liệu, CN Sinh học và CN Thực phẩm;
Sinh viên có hoàn cảnh gia đình khó khăn (ưu tiên sinh viên thuộc hộ nghèo/ cận nghèo năm 2023);
Có CPA đến hết kì 2022.1 từ 3.2 trở lên (không có học kỳ nào có kết quả CPA dưới 2.8) và điểm rèn luyện tích lũy đến hết kì 2022.1 từ 80 trở lên.
 Lưu ý: Không xét HB cho SV đang trong quá trình xét các học bổng tài trợ khác; SV đã nhận học bổng tài trợ khác (trừ các HB theo dạng thức khóa học) trong năm học 2022-2023.
2. Thông tin học bổng:
 Số lượng: 11 suất;
 Giá trị học bổng: 18.000.000đ/suất.
Lưu ý:
Sinh viên được nhận học bổng Chắp cánh Bách khoa HK2022.2 được ưu tiên tiếp tục nhận học bổng này ở HK2023.1 nếu đáp ứng tất cả các yêu cầu trong mục 1.
Trường hợp CCF gia hạn chương trình học bổng ở các năm học tiếp theo thì sinh viên đã được nhận học bổng CCF sẽ tiếp tục được ưu tiên nhận học bổng cho đến khi tốt nghiệp nếu đủ các điều kiện tại mục 1.
3. Hồ sơ và phương thức đăng ký xét học bổng:
Sinh viên làm đơn đăng ký xét học bổng theo mẫu (mẫu đơn tải TẠI ĐÂY) và xin xác nhận của chính quyền địa phương nơi gia đình sinh viên cứ trú (sinh viên có sổ hộ nghèo, cận nghèo không cần có xác nhận của chính quyền địa phương mà cần nộp kèm sổ hộ nghèo, cận nghèo năm 2023).
Sơ yếu lý lịch sinh viên có dán ảnh và có xác nhận của Nhà trường (xin xác nhận tại Phòng CTSV).
Bảng điểm CPA đến hết kì 2022.1 (xin tại Phòng Đào tạo hoặc Viện chuyên môn).
Nộp một bài luận tối thiểu 1000 chữ về chủ đề “Chắp cánh ước mơ Bách khoa”.
Sau khi hoàn thành đơn đăng ký xét học bổng sinh viên đăng ký online TẠI ĐÂY trước ngày 20/05/2023.
Sinh viên không cần xin xác nhận Điểm rèn luyện tích lũy đến hết kì 2022.1.
Mang hồ sơ hoàn thiện lên nộp tại Phòng 103 nhà C1 (bàn số 2) trước ngày 21/5/2023. Sinh viên có thắc mắc về học bổng liên hệ qua MS Teams (thu.nguyenthianh@hust.edu.vn)."
Chương trình học bổng tiếng Nhật này dành cho đối tượng sinh viên nào và có những yêu cầu cam kết gì đối với sinh viên trúng tuyển?,"Chương trình học bổng khóa học tiếng Nhật do tỉnh SHIGA, Nhật Bản tài trợ (từ 0-N4)
Đại học Bách Khoa Hà Nội trân trọng thông báo Chương trình học bổng khóa học tiếng Nhật do tỉnh SHIGA, Nhật Bản tài trợ dành cho sinh viên có mong muốn làm
việc tại Nhật Bản sau khi tốt nghiệp như sau:
1. Nội dung chương trình học bổng:
- Đối tượng: sinh viên năm thứ 2,3,4, thuộc các ngành cơ khí, điện điện tử,
hóa, vật liệu,.. (trực thuộc công nghiệp sản xuất) chưa có tiếng Nhật.
Nội dung giảng dạy tiếng Nhật: Đào tạo sinh viên từ trình độ chưa biết gì đến trình độ N4.
- Số lượng dự kiến: 30 suất học bổng;
- Lịch học dự kiến: 3 buổi/tuần, 2 tiếng/buổi;
- Thời gian khóa học giai đoạn 1 (0-N5): 6/2023 ~ 03/2024
- Địa điểm: Trong khuôn viên trường Đại học Bách Khoa Hà Nội.

2. Thời gian và lịch trình xét tuyển:
- Đăng kí trực tuyến: Trước 23h, ngày 08/05/2023;
- Link đăng ký: https://forms.office.com/r/fgvm908YZt
- Thời gian phỏng vấn dự kiến: ngày 11/05/2023.

3. Học phí và cam kết tham dự chương trình học bổng:
- Sinh viên đạt kết quả phỏng vấn được cấp học bổng 100%.
- Cam kết tham dự: để đảm bảo sinh viên tham gia chương trình đầy đủ với quyết tâm
cao, sinh viên trúng tuyển sẽ đặt cọc số tiền 01 triệu đồng. Sinh viên sẽ được hoàn
lại số tiền này sau khi kết thúc khóa học với các điều kiện:
+ Tham dự tối thiểu 80% thời lượng khóa học;
+ Tham gia các buổi phỏng vấn, sự kiện tuyển dụng do tỉnh Shiga tổ chức.

4. Thông tin liên hệ:
- (Cô) Nguyễn Thị Anh Thư: thu.nguyenthianh@hust.edu.vn (Teams);
- Địa chỉ: Phòng Công tác sinh viên: P103-C1 (bàn 2).
Link bổ sung thông tin: https://forms.office.com/r/fgvm908YZt"
Chương trình học bổng tiếng Nhật N4 do tỉnh Shiga tài trợ có những điều kiện gì để sinh viên được hoàn lại 1 triệu đồng đặt cọc?,"Chương trình học bổng khóa học tiếng Nhật (N4) miễn phí do tỉnh Shiga tài trợ (bổ sung)
Đại học Bách Khoa Hà Nội trân trọng thông báo Chương trình học bổng khóa học tiếng Nhật do tỉnh SHIGA, Nhật Bản tài trợ dành cho sinh viên có mong muốn làm
việc tại Nhật Bản sau khi tốt nghiệp như sau:
1. Nội dung chương trình học bổng:
- Đối tượng: sinh viên năm thứ 2, 3, thuộc các ngành cơ khí, điện điện tử,
hóa, vật liệu,.. (trực thuộc công nghiệp sản xuất) đã có tiếng Nhật N5.
Nội dung giảng dạy tiếng Nhật: Đào tạo sinh viên từ trình độ N5 đến trình độ N4.
- Số lượng dự kiến: 02 suất học bổng;
- Lịch học dự kiến: 3 buổi/tuần, 2 tiếng/buổi;
- Thời gian khóa học: 4/2023 ~ 10/2023 (7 tháng)
- Địa điểm: Trong khuôn viên trường Đại học Bách Khoa Hà Nội.

2. Thời gian và lịch trình xét tuyển:
- Đăng kí trực tuyến: Trước 23h, ngày 03/05/2023;
- Link đăng ký: https://forms.office.com/r/fgvm908YZt
- Thời gian phỏng vấn dự kiến: ngày 04/05/2023.

3. Học phí và cam kết tham dự chương trình học bổng:
- Sinh viên đạt kết quả phỏng vấn được cấp học bổng 100%.
- Cam kết tham dự: để đảm bảo sinh viên tham gia chương trình đầy đủ với quyết tâm
cao, sinh viên trúng tuyển sẽ đặt cọc số tiền 01 triệu đồng. Sinh viên sẽ được hoàn
lại số tiền này sau khi kết thúc khóa học với các điều kiện:
+ Tham dự tối thiểu 80% thời lượng khóa học;
+ Tham gia các buổi phỏng vấn, sự kiện tuyển dụng do tỉnh Shiga tổ chức.

4. Thông tin liên hệ:
- (Cô) Nguyễn Thị Anh Thư: thu.nguyenthianh@hust.edu.vn (Teams);
- Địa chỉ: Phòng Công tác sinh viên: P103-C1 (bàn 2)."
"Theo thông báo chương trình học bổng Lotte học kì II năm học 2022-2023,  hồ sơ bản cứng cần nộp bao gồm những gì?","Chương trình học bổng Lotte học kì II năm học 2022-2023
Căn cứ vào Công văn của Quỹ Học bổng Lotte gửi Trường Đại học Bách khoa Hà Nội về việc triển khai chương trình học bổng Lotte học kì II năm học 2022-2023, Nhà trường xin thông báo Chương trình học bổng như sau:
Diện được đăng ký xét học bổng:
Sinh viên K66 thuộc các trường: Cơ khí (ngành Cơ khí, Cơ điện tử), Điện – Điện tử (ngành Điện, Tự động hóa), Công nghệ thông tin và Truyền thông có đủ các điều kiện sau:
- Kết quả học tập GPA kỳ 2021.2 từ 3.2 trở lên (học bổng dành cho sinh viên có kết quả học tốt);
- Kết quả học tập GPA kỳ 2021.2 từ 2.8 trở lên (học bổng dành cho sinh viên có hoàn cảnh khó khăn, có xác nhận của chính quyền địa phương năm 2023);
- Điểm rèn luyện học kì 2021.2 từ 70 trở lên.
Lưu ý: sinh viên đang trong quá trình xét các học bổng tài trợ khác, hoặc đã nhận học bổng tài trợ khác trong năm học 2022-2023.
Số lượng học bổng: Tổng số 10 suất, trị giá 400 USD/suất (5 suất cho sinh viên có kết quả học tốt và 5 suất cho sinh viên có hoàn cảnh khó khăn).
Quy trình đăng ký và hồ sơ xét cấp học bổng:
- Sinh viên đăng ký online TẠI ĐÂY và nộp hồ sơ bản cứng tại P103-C1 (bàn số 2) trước 15h00, ngày 17/4/2023.
- Hồ sơ bản cứng gồm có:
+ Bản thông tin cá nhân của ứng viên nhận học bổng: Tải tại đây;
+ Bảng điểm GPA kì 2021.2 (có xác nhận của Phòng Đào tạo);
+ Bản sao Giấy chứng nhận Hộ nghèo, Cận nghèo hoặc đơn trình bày hoàn cảnh khó khăn có xác nhận của chính quyền địa phương năm 2023 (đối với sinh viên đăng ký học bổng khó khăn)."
"Theo thông báo chương trình học bổng Daizo Tec năm học 2023-2024, điều kiện nào là bắt buộc để sinh viên được xét duyệt học bổng?","Chương trình học bổng Daizo Tec năm học 2023-2024
Căn cứ vào Thỏa thuận được ký kết giữa Công ty TNHH Daizo Tec và Trường Đại học Bách khoa Hà Nội về việc triển khai chương trình học bổng Daizo Tec; căn cứ tiêu chí xét chọn học bổng, Nhà trường xin thông báo Chương trình học bổng Daizo Tec với các nội dung sau:
Đối tượng xét chọn:
Sinh viên K65 (trình độ năm thứ 3) thuộc các chuyên ngành: Kỹ thuật tàu thủy, Kỹ thuật cơ khí động lực – Phương tiện thủy thông minh, Kỹ thuật cơ khí, Kỹ thuật cơ điện tử (Trường Cơ khí); Kỹ thuật Điện, Kỹ thuật Điều khiển và Tự động Hóa (Trường Điện, Điện tử).                                       
Điểm trung bình tích lũy CPA từ 3.0 trở lên.
Điểm rèn luyện kì 20212 từ 70 trở lên.
Ưu tiên sinh viên có hoàn cảnh khó khăn đạt kết quả học tập tốt.
Số lượng học bổng: 02 suất. Trị giá 600 USD/suất.
Cách thức đăng ký:
+ Bước 1: Sinh viên đăng ký online đến trước ngày 15/4/2023 TẠI ĐÂY.
+ Bước 2: Sinh viên tham gia phỏng vấn với chuyên gia của Công ty.
Lưu ý:
Học bổng Daizo Tec sẽ được trao vào tháng 9/2023 và sẽ được tính vào năm học 2023-2024. Sinh viên nhận Học bổng Daizo Tec sẽ không nhận Học bổng nào khác trong năm học 2023-2024. Sinh viên nhận học bổng Daizo Tec có nghĩa vụ phải viết báo cáo 02 lần/năm cho công ty về tình hình học tập tại trường."
Tên học bổng được đề cập trong văn bản là gì?,"Học bổng Khuyến khích học tập học kỳ I năm học 2022-2023
Học bổng Khuyến khích học tập học kỳ 20221"
Học bổng được đề cập trong văn bản là học bổng gì và thuộc học kỳ nào?,"Học bổng khuyến khích học tập học kỳ II năm 2020-2021
Học bổng Khuyến khích học tập học kỳ 20202"
"Theo thông báo chương trình học bổng LG Display năm học 2022-2023, những sinh viên nào đủ điều kiện để được xét học bổng?","Chương trình học bổng LG Display năm học 2022-2023 (bổ sung)
Căn cứ vào Thỏa thuận tài trợ học bổng giữa Công ty LG Display và trường ĐHBKHN về việc triển khai chương trình học bổng LG Display năm học 2022-2023, Nhà trường xin thông báo Chương trình học bổng như sau:
Diện được đăng ký xét học bổng:
Là sinh viên K64, K63, hệ đại học chính quy ngành Cơ khí (Trường Cơ khí); ngành Tự động hóa và ngành Kỹ thuật điện (Trường Điện – Điện tử) có đủ các điều kiện sau:
CPA đến hết kỳ 2021.2 từ 2.5/4 trở lên;
Điểm rèn luyện kỳ 2021.2 từ 80/100 trở lên;
Không xét học bổng với SV đã nhận học bổng tài trợ khác trong năm học 2022-2023.
Ưu tiên sinh viên có cam kết làm việc tại LG Display sau khi tốt nghiệp ít nhất 2 năm.
Số lượng học bổng: Tổng số 51 suất (17 suất cho sinh viên mỗi ngành), trị giá 35.000.000 VND/suất.
Quy trình đăng ký và hồ sơ xét cấp học bổng:
- Sinh viên đăng ký online TẠI ĐÂY trước ngày 7/12/2022.
- Sinh viên sau khi có kết quả xét vòng thứ 1 sẽ tham gia hội thảo và phỏng vấn trực tiếp với Công ty LG Display.
- Sinh viên nộp hồ sơ bản cứng sau khi có kết quả phỏng vấn."
Điều kiện nào là bắt buộc để sinh viên nữ khóa 65 ngành kỹ thuật được xét duyệt học bổng Quỹ Châu Á Merali Foundation năm học 2022-2023?,"Chương trình học bổng Quỹ Châu Á Merali Foundation năm học 2022-2023
Căn cứ vào thông tin về Chương trình học bổng Quỹ Châu Á Merali Foundation (khóa 3) bắt đầu từ tháng 1/2021, Nhà trường xin thông báo Chương trình học bổng như sau:
Đối tượng xét chọn:
Sinh viên đủ các điều kiện xét chọn sau:
Sinh viên nữ khóa 65 thuộc các ngành kỹ thuật;
CPA từ 2.5 và điểm rèn luyện từ 70 trở lên;
Có hoàn cảnh gia đình thuộc hộ nghèo, cận nghèo, hoặc đặc biệt khó khăn năm 2022 (mồ côi cha mẹ, khuyết tật, …);
Lưu ý:
Không xét hồ sơ của sinh viên đang trong quá trình xét các học bổng tài trợ khác hoặc đã nhận học bổng tài trợ khác trong năm học 2022-2023.
Sinh viên cam kết theo học và tham gia đầy đủ các hoạt động của chương trình học bổng.
Số lượng và mức học bổng:
Số lượng: 10 suất ;
Mức học bổng: 23.000.000đ/1 suất/1 năm và duy trì đến khi sinh viên ra trường nếu CPA các năm học tiếp theo từ 2.5 và điểm rèn luyện từ 70 trở lên.
Ngoài ra, chương trình còn cung cấp các khóa đào tạo kỹ năng mềm, các hoạt động bổ trợ giúp các em sinh viên học tập tốt và phát triển bản thân.
Phương thức đăng kí học bổng:
Bước 1: Sinh viên đăng ký online TẠI ĐÂY đến trước ngày 15/01/2023.
Bước 2: Sinh viên vượt qua vòng hồ sơ online sẽ tham gia vòng phỏng vấn với Ban tuyển chọn vào tháng 1/2023.
Bước 3: Sinh viên nộp hồ sơ bản cứng sau khi có kết quả phỏng vấn.
Hồ sơ bản cứng bao gồm:
Đơn xin cấp học bổng có xác nhận của trường đại học sinh viên đang theo học (theo mẫu);
Lý lịch tự thuật (theo mẫu);
Bản khai hoàn cảnh gia đình có xác nhận của chính quyền địa phương (theo mẫu);
Bản sao sổ hộ khẩu gia đình có công chứng;
Bản sao Hộ nghèo, Hộ cận nghèo (nếu có).
*Lưu ý: Để biết thêm thông tin chi tiết hay có câu hỏi, đề nghị liên hệ:
Email: cedhanoi@ced.edu.vn
Người liên hệ: Hà Thị Thương (038 8706 696)"
Điều kiện nào là bắt buộc để sinh viên được xét học bổng toàn phần trong chương trình học bổng khóa học lấy chứng chỉ AI của Trường Đại học Bách khoa Hà Nội?,"Chương trình học bổng khóa học lấy chứng chỉ AI của Trường Đại học Bách khoa Hà Nội (bổ sung)
Căn cứ vào thỏa thuận giữa Công ty TNHH Xã hội Chắp cánh CC Foundation (CCF) và Trường ĐHBK Hà Nội, Nhà trường thông báo Chương trình học bổng khóa học lấy chứng chỉ trí tuệ nhân tạo ứng dụngcho sinh viên của Trường như sau:
1. Đối tượng được đăng ký xét học bổng có đồng thời các điều kiện sau:
- Sinh viên năm thứ 3 trở lên thuộc các ngành kỹ thuật, công nghệ (trừ sinh viên Trường CNTT&TT);
- Sinh viên có hoàn cảnh khó khăn (ưu tiên sinh viên thuộc hộ nghèo/ cận nghèo);
- Có điểm CPA từ 2.5 trở lên và điểm rèn luyện tích lũy từ 65 trở lên;
- Có kiến thức về ngôn ngữ lập trình C/C++ hoặc Python và xác suất thống kê.
 Lưu ý: SV đã nhận học bổng khác được đăng ký học bổng này; SV được nhận học bổng này không bị giới hạn đăng ký xét, nhận các học bổng khác. SV được nhận học bổng phải cam kết tham gia đầy đủ khóa học.
2. Số suất học bổng: 24 suất.
3. Giá trị học bổng:
a) Học bổng toàn phần trị giá 5 triệu đồng (bằng 100% học phí của khóa học): Kết thúc khóa học nếu sinh viên tham dự đủ từ 75% thời lượng khóa học đồng thời thi đạt Chứng chỉ AI theo yêu cầu của chương trình đào tạo sẽ được hưởng học bổng toàn phần.
b) Học bổng bán phần trị giá 2 triệu đồng (bằng 40% học phí của khóa học): Kết thúc khóa học nếu sinh viên thi không đạt chứng chỉ AI hoặc tham dự không đủ 75% thời lượng khóa học sẽ được hưởng học bổng bán phần và phải đóng phần học phí còn lại của khóa học là 3 triệu đồng (sinh viên làm cam kết trước khi tham gia chương trình).
4. Đăng ký và nộp hồ sơ:
Sinh viên làm đơn đăng ký xét học bổng theo mẫu (mẫu tải TẠI ĐÂY). Sau khi hoàn thành đơn, sinh viên đăng ký online TẠI ĐÂY trước ngày 2/12/2022. Sau thời gian trên Nhà trường sẽ xét hồ sơ và công bố kết quả. Sinh viên được học bổng hoàn thiện hồ sơ bản cứng và nộp cho Phòng Công tác Sinh viên.
5. Kế hoạch triển khai khóa học:
- Thời gian khai giảng và bắt đầu khóa học: Dự kiến đầu tháng 12/2022
- Thời lượng khóa học: 40 tiết (50% lý thuyết, 50% thực hành);
- Thời gian học: Dự kiến 10 buổi x 4 tiết/buổi, 3 buổi/tuần (tối thứ tư, sáng thứ bảy và sáng chủ nhật hàng tuần);
- Hình thức học: Học tập trên lớp (học theo hình thức offline).
Mọi vấn đề thắc mắc xin liên hệ với cô Nguyễn Thị Anh Thư, chuyên viên Phòng CTSV để được hướng dẫn, giải đáp qua MS Teams thu.nguyenthianh@hust.edu.vn."
Điều kiện về điểm trung bình tích lũy (CPA) và điểm rèn luyện đối với sinh viên xuất sắc và sinh viên có hoàn cảnh khó khăn để được xét học bổng Sumitomo năm học 2022-2023 là gì?,"Chương trình học bổng tài trợ của Tập đoàn điện lực Sumitomo năm học 2022-2023
Căn cứ vào thỏa thuận hợp tác tài trợ học bổng giữa Tập đoàn Sumitomo và trường ĐHBKHN; Nhà trường xin thông báo Chương trình học bổng Sumitomo năm học 2022-2023 với các nội dung sau:
Đối tượng xét chọn:
Sinh viên hệ Kỹ sư K63-64-65-66 và hệ Cử nhân K64-65-66.
Đối với học bổng cho sinh viên xuất sắc: CPA đến hết kì 2021.2 từ 3.2 trở lên, điểm rèn luyện trung bình năm học 2021-2022 từ 65 trở lên.
Đối với học bổng cho sinh viên có hoàn cảnh gia đình khó khăn: sinh viên thuộc hộ nghèo, cận nghèo hoặc hộ có hoàn cảnh khó khăn có xác nhận của chính quyền địa phương nơi sinh viên cư trú năm 2022, CPA đến hết kì 2021.2 từ 2.0 trở lên, điểm rèn luyện trung bình năm học 2021-2022 từ 65 trở lên;
Không xét cấp học bổng đối với sinh viên đã nhận học bổng tài trợ hoặc đang xét học bổng tài trợ khác năm học 2022-2023.
Giá trị:
Số lượng: 20 suất (05 suất cho sinh viên xuất sắc và 15 suất cho sinh viên có hoàn cảnh khó khăn).
Giá trị: trị giá 10.000.000 đồng/suất.
Sinh viên thực hiện các bước đăng ký học bổng sau:
Bước 1: Sinh viên đăng ký online tại đây trước ngày 10/12/2022.
Bước 2: Sinh viên nộp hồ sơ minh chứng sau khi được thông báo kết quả vòng hồ sơ online.
Hồ sơ bản cứng bao gồm:
Đối với học bổng cho sinh viên xuất sắc: đơn xin cấp học bổng theo mẫu (không cần xin xác nhận của địa phương), bảng điểm CPA có xác nhận của Trường/Viện;
Đối với học bổng cho sinh viên có hoàn cảnh gia đình khó khăn: đơn xin cấp học bổng theo mẫu, bảng điểm CPA có xác nhận của Trường/Viện; sổ hộ nghèo hoặc cận nghèo hoặc xác nhận của chính quyền về hoàn cảnh khó khăn của gia đình trong đơn xin cấp học bổng.
* Lưu ý: Nếu có thắc mắc sinh viên liên hệ với tài khoản MS team: thu.nguyenthianh."
"Theo chương trình học bổng của Qũy tài trợ Khát vọng tương lai năm học 2022-2023 (bổ sung),  những điều kiện nào cần đáp ứng để được xét học bổng?","Chương trình học bổng của Qũy tài trợ Khát vọng tương lai năm học 2022-2023 (bổ sung)
Căn cứ vào văn bản thỏa thuận giữa Quỹ tài trợ Khát vọng tương lai và Trường Đại học Bách khoa Hà Nội, Nhà trường xin thông báo Chương trình học bổng như sau:
Đối tượng xét chọn:
Sinh viên đạt đồng thời các điều kiện sau được đăng ký xét học bổng;
Sinh viên năm 2, năm 3, năm 4;
Có điểm trung bình tích lũy từ 3,2 trở lên;
Có kết quả rèn luyện tích lũy từ 80 điểm trở lên;
Có hoàn cảnh khó khăn hoặc có hoàn cảnh neo đơn có nguy cơ phải nghỉ học, hoặc sinh viên khuyết tật hoặc có sức khỏe yếu nhưng có ý chí vươn lên trong học tập.
Lưu ý:
Không xét hồ sơ của sinh viên đang trong quá trình xét các học bổng tài trợ khác hoặc đã nhận học bổng khác trong năm học 2022-2023 (kể cả học bổng của nhà trường).
Số lượng và mức học bổng:
Số lượng: bổ sung 14 suất
Mức học bổng: 30.000.000đ/1 suất.
Các bước đăng kí
Bước 1: Sinh viên đăng ký online tại đây đến hết ngày 27/11/2022.
Bước 2: Sinh viên sẽ được thông báo để nộp hồ sơ bản cứng.
Hồ sơ bản cứng bao gồm:
Bảng thông tin cá nhân có dán hình (theo mẫu trong link đăng ký);
Bảng điểm học tập (có xác nhận của trường);
Bảng photo các Giấy khen, chứng nhận về thành tích;
Giấy chứng nhận hộ nghèo hoặc hộ cận nghèo năm 2022 (đối với đối tượng ưu tiên).
Lưu ý: sinh viên không phải xin giấy xác nhận điểm rèn luyện khi đăng ký hồ sơ online và khi nộp hồ sơ bản cứng. Nếu có thắc mắc, các em liên hệ qua MS. Team (thu.nguyenthianh)."
Chương trình học bổng của công ty Nhật Minh dành cho sinh viên nào trong năm học 2022-2023?,"Chương trình học bổng tài trợ của Công ty Nhật Minh năm học 2022-2023 (bổ sung)
Căn cứ vào nội dung Thông báo của Công ty Nhật Minh gửi Trường Đại học Bách khoa Hà Nội về việc triển khai chương trình học bổng tài trợ năm học 2022-2023; căn cứ tiêu chí xét chọn học bổng, Nhà trường xin thông báo Chương trình học bổng của công ty Nhật Minh với các nội dung sau:
Đối tượng xét chọn:
Sinh viên K63-64-65-66 các ngành: Cơ khí (Trường Cơ khí), Điều khiển và Tự động hóa (Trường Điện – Điện tử).
Điểm GPA trung bình của 2 học kỳ: 20211 và 20212 từ 2.5 trở lên.
Có kết quả rèn luyện trung bình của kỳ 20211 và kỳ 20212 từ 65 điểm trở lên.
Có hoàn cảnh gia đình thuộc hộ nghèo, cận nghèo hoặc có hoàn cảnh khó khăn có xác nhận của địa phương năm 2022.
Không xét hồ sơ của sinh viên đang trong quá trình xét các học bổng tài trợ khác hoặc đã nhận học bổng tài trợ khác trong năm học 2022-2023.
Số lượng học bổng:
Bổ sung 01 suất cho ngành Kỹ thuật Cơ khí.
Trị giá 10.000.000 đồng/suất/năm học. Mỗi tháng Công ty Nhật Minh sẽ chuyển 1.000.000 đồng/suất vào tài khoản của từng sinh viên.
Các bước đăng ký học bổng:
Bước 1: Sinh viên đăng ký online TẠI ĐÂY trước ngày 25/11/2022
Bước 2: Sinh viên nộp hồ sơ bản cứng sau khi nhận được thông báo kết quả xét online.
Hồ sơ gồm:
Đơn xin học bổng (Sinh viên tự viết tay, không đánh máy).
Sơ yếu lý lịch sinh viên (Phòng CTSV xác nhận).
Sổ hộ nghèo, cận nghèo năm 2022 hoặc giấy xác nhận hoàn cảnh khó khăn của gia đình có xác nhận của địa phương năm 2022.
Bảng điểm kết quả học tập có tính GPA kỳ 20201 và 20202 (Sinh viên xin bảng điểm có tính GPA tại Phòng Đào tạo)."
